
0 , 0 , 0 ,72
0 , 0 , 1 ,33
0 , 0 , 2 ,225
0 , 1 , 0 ,123
0 , 1 , 1 ,90
0 , 1 , 2 ,255
0 , 2 , 0 ,17
0 , 2 , 1 ,1
0 , 2 , 2 ,173
0 , 3 , 0 ,20
0 , 3 , 1 ,16
0 , 3 , 2 ,175
0 , 4 , 0 ,0
0 , 4 , 1 ,2
0 , 4 , 2 ,154
0 , 5 , 0 ,23
0 , 5 , 1 ,30
0 , 5 , 2 ,171
0 , 6 , 0 ,0
0 , 6 , 1 ,0
0 , 6 , 2 ,130
0 , 7 , 0 ,0
0 , 7 , 1 ,0
0 , 7 , 2 ,121
0 , 8 , 0 ,1
0 , 8 , 1 ,3
0 , 8 , 2 ,111
0 , 9 , 0 ,0
0 , 9 , 1 ,1
0 , 9 , 2 ,99
0 , 10 , 0 ,5
0 , 10 , 1 ,9
0 , 10 , 2 ,98
0 , 11 , 0 ,0
0 , 11 , 1 ,2
0 , 11 , 2 ,83
0 , 12 , 0 ,8
0 , 12 , 1 ,8
0 , 12 , 2 ,84
0 , 13 , 0 ,9
0 , 13 , 1 ,5
0 , 13 , 2 ,71
0 , 14 , 0 ,0
0 , 14 , 1 ,0
0 , 14 , 2 ,43
0 , 15 , 0 ,21
0 , 15 , 1 ,11
0 , 15 , 2 ,64
0 , 16 , 0 ,184
0 , 16 , 1 ,176
0 , 16 , 2 ,239
0 , 17 , 0 ,53
0 , 17 , 1 ,43
0 , 17 , 2 ,120
0 , 18 , 0 ,70
0 , 18 , 1 ,49
0 , 18 , 2 ,148
0 , 19 , 0 ,115
0 , 19 , 1 ,90
0 , 19 , 2 ,194
0 , 20 , 0 ,132
0 , 20 , 1 ,111
0 , 20 , 2 ,203
0 , 21 , 0 ,199
0 , 21 , 1 ,181
0 , 21 , 2 ,255
0 , 22 , 0 ,255
0 , 22 , 1 ,0
0 , 22 , 2 ,0
0 , 23 , 0 ,255
0 , 23 , 1 ,0
0 , 23 , 2 ,0
0 , 24 , 0 ,255
0 , 24 , 1 ,0
0 , 24 , 2 ,0
0 , 25 , 0 ,255
0 , 25 , 1 ,0
0 , 25 , 2 ,0
0 , 26 , 0 ,255
0 , 26 , 1 ,0
0 , 26 , 2 ,0
0 , 27 , 0 ,8
0 , 27 , 1 ,11
0 , 27 , 2 ,15
0 , 28 , 0 ,8
0 , 28 , 1 ,7
0 , 28 , 2 ,27
0 , 29 , 0 ,4
0 , 29 , 1 ,0
0 , 29 , 2 ,29
0 , 30 , 0 ,16
0 , 30 , 1 ,6
0 , 30 , 2 ,36
0 , 31 , 0 ,19
0 , 31 , 1 ,9
0 , 31 , 2 ,39
0 , 32 , 0 ,7
0 , 32 , 1 ,4
0 , 32 , 2 ,29
0 , 33 , 0 ,0
0 , 33 , 1 ,0
0 , 33 , 2 ,24
0 , 34 , 0 ,10
0 , 34 , 1 ,7
0 , 34 , 2 ,32
0 , 35 , 0 ,2
0 , 35 , 1 ,0
0 , 35 , 2 ,21
0 , 36 , 0 ,10
0 , 36 , 1 ,4
0 , 36 , 2 ,23
0 , 37 , 0 ,7
0 , 37 , 1 ,0
0 , 37 , 2 ,22
0 , 38 , 0 ,227
0 , 38 , 1 ,221
0 , 38 , 2 ,255
0 , 39 , 0 ,200
0 , 39 , 1 ,191
0 , 39 , 2 ,255
0 , 40 , 0 ,46
0 , 40 , 1 ,27
0 , 40 , 2 ,208
0 , 41 , 0 ,22
0 , 41 , 1 ,6
0 , 41 , 2 ,238
0 , 42 , 0 ,4
0 , 42 , 1 ,2
0 , 42 , 2 ,245
0 , 43 , 0 ,4
0 , 43 , 1 ,5
0 , 43 , 2 ,239
1 , 0 , 0 ,109
1 , 0 , 1 ,75
1 , 0 , 2 ,255
1 , 1 , 0 ,17
1 , 1 , 1 ,0
1 , 1 , 2 ,177
1 , 2 , 0 ,12
1 , 2 , 1 ,3
1 , 2 , 2 ,183
1 , 3 , 0 ,8
1 , 3 , 1 ,9
1 , 3 , 2 ,177
1 , 4 , 0 ,3
1 , 4 , 1 ,9
1 , 4 , 2 ,162
1 , 5 , 0 ,0
1 , 5 , 1 ,0
1 , 5 , 2 ,139
1 , 6 , 0 ,0
1 , 6 , 1 ,7
1 , 6 , 2 ,130
1 , 7 , 0 ,6
1 , 7 , 1 ,11
1 , 7 , 2 ,120
1 , 8 , 0 ,5
1 , 8 , 1 ,2
1 , 8 , 2 ,101
1 , 9 , 0 ,3
1 , 9 , 1 ,0
1 , 9 , 2 ,88
1 , 10 , 0 ,4
1 , 10 , 1 ,8
1 , 10 , 2 ,89
1 , 11 , 0 ,0
1 , 11 , 1 ,0
1 , 11 , 2 ,79
1 , 12 , 0 ,5
1 , 12 , 1 ,1
1 , 12 , 2 ,83
1 , 13 , 0 ,3
1 , 13 , 1 ,0
1 , 13 , 2 ,67
1 , 14 , 0 ,45
1 , 14 , 1 ,28
1 , 14 , 2 ,91
1 , 15 , 0 ,186
1 , 15 , 1 ,169
1 , 15 , 2 ,226
1 , 16 , 0 ,178
1 , 16 , 1 ,168
1 , 16 , 2 ,228
1 , 17 , 0 ,226
1 , 17 , 1 ,215
1 , 17 , 2 ,255
1 , 18 , 0 ,219
1 , 18 , 1 ,195
1 , 18 , 2 ,255
1 , 19 , 0 ,232
1 , 19 , 1 ,203
1 , 19 , 2 ,255
1 , 20 , 0 ,168
1 , 20 , 1 ,142
1 , 20 , 2 ,220
1 , 21 , 0 ,255
1 , 21 , 1 ,0
1 , 21 , 2 ,0
1 , 22 , 0 ,255
1 , 22 , 1 ,0
1 , 22 , 2 ,0
1 , 23 , 0 ,255
1 , 23 , 1 ,0
1 , 23 , 2 ,0
